Gene stable ID
ENSMPUG00000000007
ENSMPUG00000000011
ENSMPUG00000000011
ENSMPUG00000000016
ENSMPUG00000000016
ENSMPUG00000000020
ENSMPUG00000000023
ENSMPUG00000000023
ENSMPUG00000000024
ENSMPUG00000000024
ENSMPUG00000000024
ENSMPUG00000000024
ENSMPUG00000000024
ENSMPUG00000000024
ENSMPUG00000000024
ENSMPUG00000000036
ENSMPUG00000000036
ENSMPUG00000000046
ENSMPUG00000000081
ENSMPUG00000000081
ENSMPUG00000000081
ENSMPUG00000000084
ENSMPUG00000000087
ENSMPUG00000000087
ENSMPUG00000000087
ENSMPUG00000000088
ENSMPUG00000000092
ENSMPUG00000000092
ENSMPUG00000000092
ENSMPUG00000000092
ENSMPUG00000000092
ENSMPUG00000000097
ENSMPUG00000000097
ENSMPUG00000000105
ENSMPUG00000000105
ENSMPUG00000000105
ENSMPUG00000000121
ENSMPUG00000000121
ENSMPUG00000000121
ENSMPUG00000000124
ENSMPUG00000000127
ENSMPUG00000000127
ENSMPUG00000000127
ENSMPUG00000000127
ENSMPUG00000000127
ENSMPUG00000000127
ENSMPUG00000000133
ENSMPUG00000000148
ENSMPUG00000000148
ENSMPUG00000000155
ENSMPUG00000000155
ENSMPUG00000000156
ENSMPUG00000000156
ENSMPUG00000000156
ENSMPUG00000000156
ENSMPUG00000000156
ENSMPUG00000000156
ENSMPUG00000000169
ENSMPUG00000000169
ENSMPUG00000000169
ENSMPUG00000000173
ENSMPUG00000000174
ENSMPUG00000000174
ENSMPUG00000000174
ENSMPUG00000000174
ENSMPUG00000000174
ENSMPUG00000000181
ENSMPUG00000000181
ENSMPUG00000000181
ENSMPUG00000000181
ENSMPUG00000000181
ENSMPUG00000000190
ENSMPUG00000000194
ENSMPUG00000000194
ENSMPUG00000000194
ENSMPUG00000000202
ENSMPUG00000000202
ENSMPUG00000000206
ENSMPUG00000000206
ENSMPUG00000000224
ENSMPUG00000000239
ENSMPUG00000000256
ENSMPUG00000000262
ENSMPUG00000000262
ENSMPUG00000000272
ENSMPUG00000000272
ENSMPUG00000000272
ENSMPUG00000000272
ENSMPUG00000000276
ENSMPUG00000000276
ENSMPUG00000000281
ENSMPUG00000000281
ENSMPUG00000000283
ENSMPUG00000000283
ENSMPUG00000000290
ENSMPUG00000000295
ENSMPUG00000000296
ENSMPUG00000000298
ENSMPUG00000000304
ENSMPUG00000000304
ENSMPUG00000000304
ENSMPUG00000000304
ENSMPUG00000000304
ENSMPUG00000000304
ENSMPUG00000000304
ENSMPUG00000000304
ENSMPUG00000000304
